GEO_ID,NAME,Gini_Index_2010,Gini_Index_2019,Total_Population_2010,Total_Population_2019,Civilians_Employed_Over_16_2012,Civilians_Employed_Over16_2019,Number_Employed_NAICS11_Industry_2012,Number_Employed_NAICS11_Industry_2019,Number_Employed_NAICS71_Industry_2012,Number_Employed_NAICS71_Industry_2019,Population_Poverty_Status_Determined2012,Population_Poverty_Status_Determined2019,Percent_Population_Poverty_Status_Determined2012,Percent_Population_Poverty_Status_Determined2019,Number_Households_2012,Number_Households_2019,Median_Income_Households_2012,Median_Income_Households_2019,Population_18to24years_2012,Population_18to24years_2019,pct_less_than_highschool_graduate_2012,pct_less_than_highschool_graduate_2019,pct_highschool_graduate_equivalency_2012,pct_highschool_graduate_equivalency_2019,pct_some_college_associates_degree_2012,pct_some_college_associates_2019,pct_bachelors_degree_higher_2012,Population_25years_older_2012,Population_25years_older_2019,pct_highschool_graduate_or_higher_2012,pct_highschool_graduate_higher_2019,pct_bachelors_degree_or_higher_2012,pct_bachelors_degree_higher_2019,RetireTotal,RetirementIncome,NoRetirementIncome
0600000US4103393519,"Williams CCD, Josephine County, Oregon",0.379,0.4676,3096,3326,1050,1046,105,292,12,0,3238,3230,22.7,22,1314,1393,38511,44484,168,99,28.6,11.1,30.4,40.4,36.9,48.5,4.2,2429,2455,91.7,91,26.8,25.3,1393,443,950
0600000US4103590527,"Chiloquin CCD, Klamath County, Oregon",0.422,0.5213,3868,4954,1149,1272,131,108,170,223,4348,4916,24.5,25.9,2034,2276,33260,34722,180,306,20,46.4,56.1,35.6,23.9,18,0,3542,3646,87.2,90.4,11.7,18.7,2276,662,1614
0600000US4103590731,"Crescent Lake CCD, Klamath County, Oregon",0.404,0.3877,3082,3286,1258,1052,108,173,239,76,3170,3255,16.9,15.7,1424,1344,38537,45952,223,199,25.6,7,55.2,59.8,13.9,33.2,5.4,2532,2599,83.8,92.8,12.2,12.6,1344,366,978
0600000US4103591564,"Keno CCD, Klamath County, Oregon",0.379,0.3547,3373,2798,1322,1025,41,16,86,55,3054,2798,10.3,6.5,1323,1216,44159,55625,226,59,10.6,0,38.5,22,50.9,44.1,0,2407,2210,85.6,84.7,22.6,13.1,1216,398,818
0600000US4103591581,"Klamath Falls CCD, Klamath County, Oregon",0.447,0.4519,49915,49255,20503,20152,659,786,2152,2273,47859,48470,18.7,20.5,20470,20359,41704,46593,4905,4472,19.5,15.5,32.6,27.1,43.2,52.1,4.8,32419,33660,88.5,88.5,21.2,21.5,20359,4231,16128
0600000US4103591651,"Langell Valley CCD, Klamath County, Oregon",0.522,0.4321,1474,1585,459,548,122,104,11,35,1519,1585,31.5,20.5,659,673,33125,38162,61,89,68.9,18,21.3,24.7,9.8,57.3,0,1112,1178,89.3,87,15,17.3,673,211,462
0600000US4103591785,"Malin CCD, Klamath County, Oregon",0.33,0.3994,1115,1624,652,843,289,267,12,48,1384,1580,21.8,21.8,486,593,50076,56713,167,164,54.5,11,16.8,32.3,13.2,33.5,15.6,940,1063,69.4,67.6,21.5,12.6,593,77,516
0600000US4103591870,"Merrill CCD, Klamath County, Oregon",0.393,0.383,2198,1983,1145,945,453,199,119,38,2249,1983,14.5,7.3,795,871,51195,49511,226,88,29.6,0,21.2,29.5,49.1,62.5,0,1473,1535,77.8,84.3,9.7,19.9,871,193,678
0600000US4103593594,"Yonna Valley-Poe Valley CCD, Klamath County, Oregon",0.356,0.4122,1495,1436,464,510,97,106,23,52,1466,1415,10.8,9.5,556,554,50263,49405,97,82,19.6,12.2,60.8,4.9,4.1,82.9,15.5,1019,1047,86.9,89.5,19,20.2,554,190,364
0600000US4103791632,"Lakeview CCD, Lake County, Oregon",0.425,0.4416,5591,4980,2237,2002,273,194,167,197,4892,4412,14.5,19.2,2295,2120,44655,43432,289,355,18.7,9.6,47.4,57.5,33.9,31.5,0,4045,3631,86.2,86.3,22.3,18,2120,411,1709
0600000US4103792924,"Silver Lake-Fort Rock CCD, Lake County, Oregon",0.436,0.4915,1394,1873,649,675,382,234,20,96,1703,1873,21.6,20.8,830,954,27656,31131,135,64,14.8,40.6,60,59.4,25.2,0,0,1184,1568,84.9,83.2,11.7,8,954,194,760
0600000US4103793145,"Summer Lake CCD, Lake County, Oregon",0.583,0.3602,599,631,215,251,71,72,19,30,618,607,25.7,12,309,268,28693,52500,28,43,39.3,4.7,39.3,69.8,21.4,16.3,0,474,404,87.8,94.1,15.6,29,268,57,211
0600000US4103793417,"Warner Valley CCD, Lake County, Oregon",0.379,0.3415,298,353,170,203,129,82,0,23,254,353,18.5,6.5,132,173,21471,56719,8,5,0,0,0,100,75,0,25,215,290,94,96.9,26,24.5,173,33,140
0600000US4103990187,"Badger Mountain CCD, Lane County, Oregon",0.388,0.409,12378,13603,5296,5982,101,244,343,632,12222,13597,11.5,14,4748,5160,53307,58750,672,1111,14,22.6,49,46.4,32.6,29.9,4.5,8902,9847,92.7,88.7,20,20.1,5160,1448,3712
0600000US4103990578,"Coburg CCD, Lane County, Oregon",0.483,0.5077,2118,2398,990,919,14,96,38,80,2178,2395,11.2,10.7,855,933,56058,54375,188,178,6.4,8.4,29.3,73,60.1,9.6,4.3,1481,1713,93.8,92.5,27.3,29.2,933,296,637
0600000US4103990697,"Cottage Grove CCD, Lane County, Oregon",0.419,0.4284,18984,19248,7052,7666,220,552,751,745,18045,19039,16.4,19,7372,7614,39553,48591,1477,1323,12.4,30.4,42.5,31.9,42.7,31.8,2.4,12773,14175,88.1,88.3,14.6,19.6,7614,2039,5575
0600000US4103990748,"Creswell CCD, Lane County, Oregon",0.468,0.4355,9137,9849,3701,4430,74,113,237,325,8954,9710,10.6,10.8,3491,3772,51769,65990,703,466,11.8,1.9,38,24,44.1,72.1,6.1,6115,7014,88.1,94,20.6,25.4,3772,954,2818
0600000US4103990943,"Dunes City CCD, Lane County, Oregon",0.475,0.4503,2396,2599,867,814,32,29,128,186,2717,2568,14.6,19,1163,1149,43665,56250,180,108,34.4,13.9,20,77.8,45.6,8.3,0,2146,2065,95.2,91.9,21.7,28.3,1149,444,705
0600000US4103991105,"Eugene-Springfield CCD, Lane County, Oregon",0.461,0.47,249626,269879,116160,131791,1860,1845,11687,14300,247718,263269,20.6,18.7,105026,110716,42003,51572,39354,40337,8.5,9.2,21.1,25.5,62.7,54.5,7.8,165093,179366,91,92.5,31.2,33.9,110716,21385,89331
0600000US4103991147,"Florence CCD, Lane County, Oregon",0.441,0.4536,12152,12764,4460,4173,57,55,830,842,12518,12684,14.5,15.1,6311,6184,34416,43764,698,598,26.9,5.9,53.3,57.5,19.8,32.8,0,10380,10628,92.2,90.8,20,21.5,6184,2480,3704
0600000US4103991513,"Junction City CCD, Lane County, Oregon",0.382,0.5336,11879,12623,5290,5772,503,241,329,373,11861,12380,15.7,14.3,4631,4889,44281,57723,1130,1050,31,14.6,40.2,37.2,27.9,42.3,1,8267,8898,86.4,91,14.2,22.4,4889,1099,3790
0600000US4103991700,"Lowell CCD, Lane County, Oregon",0.37,0.4536,5071,5201,2139,2143,58,59,63,154,4892,5149,13.5,12.2,1884,1956,54505,58804,245,291,7.3,15.1,28.2,36.8,64.5,35.7,0,3635,3974,88.4,89.2,15.5,23.9,1956,549,1407
0600000US4103991719,"McKenzie River CCD, Lane County, Oregon",0.387,0.4851,4427,5209,1848,2172,156,180,214,115,4372,5191,12.2,11.5,2119,2316,44731,58500,133,346,6.8,11.3,46.6,58.1,46.6,25.4,0,3607,4265,94.4,94.7,28.6,27.4,2316,699,1617
0600000US4103991802,"Marcola CCD, Lane County, Oregon",0.435,0.3484,5510,5850,2342,2596,61,172,141,80,5200,5817,9.3,6,2026,2028,60000,88915,418,538,25.8,3.9,43.5,37.5,27.8,53.3,2.9,3872,4289,94,96.4,24.8,27.8,2028,642,1386
0600000US4103991889,"Middle Siuslaw River-Triangle Lake CCD, Lane County, Oregon",0.442,0.4423,1953,2009,729,711,59,53,88,74,1918,2009,25.1,15.3,864,920,31053,40400,89,64,33.7,20.3,37.1,54.7,29.2,25,0,1541,1620,87.7,90.4,16.4,17.5,920,277,643
0600000US4103992346,"Oakridge CCD, Lane County, Oregon",0.442,0.3747,4418,4566,1468,1396,127,282,165,187,4471,4566,17.7,31.1,2007,1928,43420,35539,127,382,18.9,47.4,52,47.9,19.7,4.7,9.4,3451,3425,80.1,80.1,16.3,16.5,1928,553,1375
0600000US4103992482,"Pleasant Hill CCD, Lane County, Oregon",0.489,0.4178,5242,5884,2409,2276,143,31,150,296,5633,5830,12.9,10.6,2291,2126,51835,59833,327,588,24.2,19,19.9,8.3,37.6,69,18.3,4226,3870,90.2,93.6,21,23.8,2126,746,1380
0600000US4103993300,"Upper Siuslaw River CCD, Lane County, Oregon",0.388,0.3583,1865,1658,720,720,61,44,78,45,1563,1604,17.6,10.8,686,621,44115,79152,61,154,0,26.6,44.3,40.3,55.7,33.1,0,1181,1224,92.3,94.4,23.6,26.2,621,154,467
0600000US4104190884,"Depoe Bay CCD, Lincoln County, Oregon",0.459,0.4592,4089,4599,1824,1670,2,0,392,355,4163,4570,13.5,9.8,2079,2308,42450,48269,200,103,62.5,6.8,22.5,7.8,15,85.4,0,3517,4073,88.6,94.9,33.3,30.5,2308,959,1349
0600000US4104191020,"Eddyville CCD, Lincoln County, Oregon",0.427,0.5712,1198,854,272,233,87,14,0,9,883,854,21.4,18.3,384,355,51591,34861,17,84,100,0,0,14.3,0,85.7,0,679,655,84.7,90.8,14.6,17.1,355,86,269
0600000US4104191674,"Lincoln City CCD, Lincoln County, Oregon",0.458,0.4419,12327,12499,5953,5043,91,61,1208,1321,12491,12371,17.1,19.8,5932,5608,36275,39505,888,787,27.3,14.9,33.3,54.5,31.4,27.8,8,9336,9417,89.5,90.4,19.9,24.7,5608,1424,4184
0600000US4104192133,"Newport CCD, Lincoln County, Oregon",0.443,0.4349,12226,13314,5449,5473,182,241,789,1098,12046,13049,16.1,15.5,5694,5784,49430,50483,750,900,19.7,19.2,38.7,44.4,39.9,32.3,1.7,9439,10062,88.7,90.3,31.2,28.4,5784,1516,4268
0600000US4104192907,"Siletz CCD, Lincoln County, Oregon",0.391,0.4537,3204,2920,1280,1090,141,155,130,159,3248,2896,14.7,16.7,1216,1116,52292,49316,192,124,19.3,37.1,65.1,55.6,15.6,7.3,0,2192,2027,89.6,91.5,16.3,14.5,1116,259,857
0600000US4104193230,"Toledo CCD, Lincoln County, Oregon",0.405,0.4427,5688,5944,2376,2447,133,198,324,389,5298,5898,15.6,14,2097,2262,43229,60136,445,422,22,17.5,44.3,56.4,32.8,26.1,0.9,3705,4230,87.6,91.3,13.2,19.8,2262,565,1697
0600000US4104193349,"Waldport CCD, Lincoln County, Oregon",0.458,0.4214,7125,8417,2733,3055,191,140,405,598,7324,8255,15.4,17.1,3637,3865,38425,48021,456,446,20,5.8,53.9,22.2,24.3,54.5,1.8,6136,7007,91.7,92.6,24.2,23.8,3865,1202,2663
0600000US4104390068,"Albany CCD, Linn County, Oregon",0.393,0.4087,51087,56389,22539,26851,1072,746,2072,2180,52167,55287,19,12.2,20401,22049,45407,59594,4736,5234,20.5,14.7,34.3,37.2,41.3,41.3,3.9,34892,38637,89,90.8,17.5,23.8,22049,5063,16986
0600000US4104390374,"Brownsville CCD, Linn County, Oregon",0.399,0.4775,4871,4626,1813,2187,297,174,110,89,4394,4615,11.8,10.6,1536,1719,57308,66079,205,322,21,24.2,28.8,39.8,36.6,36,13.7,3101,3328,92.3,90.4,17.1,22.4,1719,393,1326
0600000US4104390986,"East Linn CCD, Linn County, Oregon",0.332,0.4767,2247,2508,894,958,96,50,34,74,2194,2508,13.9,10.8,852,901,50909,63935,126,156,14.3,9,57.1,42.3,28.6,48.7,0,1552,1878,88.9,89,15.1,16.3,901,256,645
0600000US4104391292,"Harrisburg CCD, Linn County, Oregon",0.421,0.4119,6447,7965,3484,3419,329,390,164,183,6871,7965,12.4,17.4,2408,2655,56301,54031,670,679,2.2,18.1,36,51.8,60.4,29.3,1.3,4505,4995,89.1,84.8,18.3,19.5,2655,459,2196
0600000US4104391666,"Lebanon CCD, Linn County, Oregon",0.403,0.4276,24615,26538,10246,11376,353,515,781,649,24595,26303,15.3,14.5,9505,10287,46824,51441,1932,1821,20.6,11.9,29,35.7,42.5,44.4,7.9,17144,19020,89.2,90.3,14.4,17,10287,2206,8081
0600000US4104391904,"Mill City CCD, Linn County, Oregon",0.379,0.3892,6377,6643,2765,2685,166,134,144,142,6681,6586,11.1,11.7,2394,2417,59213,58275,847,336,25.1,30.1,22,22.3,52.5,47,0.4,4424,4863,86.2,88,17.1,13.3,2417,673,1744
0600000US4104392822,"Scio-Lacomb CCD, Linn County, Oregon",0.428,0.3752,5905,5766,2661,2506,156,294,134,107,5596,5749,10.4,9.2,2210,2188,49907,62500,370,317,8.6,21.1,30.5,23.3,54.1,53.3,6.8,4010,4058,90.9,93.7,13.4,19.5,2188,608,1580
0600000US4104393162,"Sweet Home CCD, Linn County, Oregon",0.436,0.4392,12766,14613,4616,4892,196,377,275,457,12993,14402,19.7,16.5,5260,5546,39402,47661,836,923,12.9,44.7,48.7,17,38.4,35.5,0,9225,10071,85.3,83.9,13.7,8.6,5546,1670,3876
0600000US4104590017,"Adrian CCD, Malheur County, Oregon",0.429,0.415,902,941,380,373,93,73,29,12,855,941,6.7,18,338,386,44167,46912,52,58,21.2,13.8,48.1,39.7,19.2,43.1,11.5,636,655,89.5,87.2,23.3,20.6,386,81,305
0600000US4104590340,"Brogan CCD, Malheur County, Oregon",0.409,0.4648,4481,3831,282,267,69,135,16,30,1263,666,53.7,20.3,289,284,42589,49643,336,301,33,34.9,44.3,34.2,22.6,29.2,0,2665,3347,79.7,79.2,6.8,7.1,284,52,232
0600000US4104590833,"Dead Ox Flat CCD, Malheur County, Oregon",0.394,0.4643,1175,1320,629,583,79,70,38,58,1257,1286,10,10,444,441,53235,58173,143,148,21.7,21.6,26.6,24.3,49.7,54.1,2.1,813,836,87.3,82.4,20.8,19.4,441,120,321
0600000US4104591479,"Jordan Valley CCD, Malheur County, Oregon",0.416,0.4471,771,541,357,247,182,97,33,16,753,541,18.7,21.6,277,212,36797,48864,33,14,12.1,35.7,48.5,21.4,39.4,42.9,0,510,379,89.6,94.2,14.3,17.4,212,24,188
0600000US4104591530,"Juntura CCD, Malheur County, Oregon",0.3,0.4041,303,89,112,43,84,24,0,1,258,89,5.4,27,90,42,56250,-,20,4,50,25,0,25,50,50,0,161,68,96.3,86.8,11.8,5.9,42,8,34
0600000US4104591768,"Malheur Junction CCD, Malheur County, Oregon",0.293,0.3893,988,723,434,390,48,62,37,38,920,723,2.5,2.1,306,287,63917,44243,72,50,33.3,44,16.7,38,50,18,0,600,548,83.3,83.2,19.3,14.8,287,62,225
0600000US4104592329,"Nyssa CCD, Malheur County, Oregon",0.399,0.3685,4334,3970,1692,1543,219,233,83,122,4464,3936,17.5,19.5,1458,1417,42067,44173,328,382,29,23.8,40.9,39.3,30.2,31.9,0,2704,2191,72.2,69.6,6.3,12.1,1417,227,1190
0600000US4104592397,"Ontario CCD, Malheur County, Oregon",0.446,0.4581,13750,14167,5264,5579,362,371,486,533,13583,13771,31.5,26.3,5232,5240,31410,38864,1638,1627,22.8,25,31.4,36.3,43.8,37.1,2,9043,8553,77.7,81.9,15.9,14.9,5240,929,4311
0600000US4104592414,"Owyhee CCD, Malheur County, Oregon",0.368,0.4867,751,634,341,213,108,91,15,6,669,634,4.5,13.7,242,242,45500,42283,80,14,5,14.3,26.3,21.4,68.8,64.3,0,434,407,91.5,87,21.4,10.6,242,39,203
0600000US4104593315,"Vale CCD, Malheur County, Oregon",0.365,0.4125,3607,3997,1508,1625,359,227,31,118,3741,3865,21,19.3,1360,1447,36462,41382,264,333,23.9,42.9,37.5,20.1,36.7,34.2,1.9,2442,2630,84.8,85,13.7,15.7,1447,251,1196
0600000US4104593442,"West Bench CCD, Malheur County, Oregon",0.365,0.2509,264,199,88,102,77,16,0,9,228,199,37.7,0,98,64,20278,90556,65,0,46.2,-,0,-,53.8,-,0,121,151,81,83.4,9.1,17.9,64,8,56
0600000US4104790994,"East Marion CCD, Marion County, Oregon",0.432,0.4213,2549,2289,947,934,75,40,63,58,2333,2284,14.1,10.3,958,1027,49091,53715,154,70,48.1,44.3,29.2,42.9,22.7,12.9,0,1754,1960,86.7,94.1,15.6,20.9,1027,318,709
0600000US4104791360,"Hubbard CCD, Marion County, Oregon",0.354,0.4087,8978,10677,4410,4919,398,226,130,235,9764,10638,11.8,7.3,3317,3744,55216,67270,662,465,34.9,21.5,45.9,31.8,15.6,39.8,3.6,6319,7519,84.5,86.6,16.3,22.5,3744,855,2889
0600000US4104791428,"Jefferson CCD, Marion County, Oregon",0.438,0.3923,11597,13626,5273,5924,484,428,223,394,12046,13485,14.3,10.7,4113,4545,52331,64733,954,1023,14.8,19.1,40.9,49.8,41.9,29.3,2.4,7923,9084,88.5,88.4,13.3,19.7,4545,1014,3531
0600000US4104792006,"Mount Angel CCD, Marion County, Oregon",0.406,0.4395,5238,4974,2105,2181,450,513,197,125,5102,4826,15.7,13.6,1720,1783,40861,47201,564,366,25.7,4.4,27.1,37.4,41.3,48.9,5.9,3383,3593,79.2,83.6,17.3,26,1783,431,1352
0600000US4104792720,"St. Paul CCD, Marion County, Oregon",0.47,0.3548,1401,1525,615,732,188,240,8,23,1478,1525,12.9,11.2,493,481,63661,91648,99,164,35.4,7.3,24.2,42.7,27.3,34.8,13.1,1021,1031,80.1,90.6,21.5,31.7,481,121,360
0600000US4104792737,"Salem CCD, Marion County, Oregon",0.426,0.4303,221358,242184,94311,111281,3660,4837,7916,9859,216201,233935,18.8,15.3,82360,85408,45737,58380,22544,24348,18.2,15.2,32.1,33.9,43.5,45.2,6.2,143230,159974,84.5,85.9,22.4,24.7,85408,19327,66081
0600000US4104792941,"Silverton CCD, Marion County, Oregon",0.39,0.4221,15223,16986,6668,7134,522,263,568,485,15293,16917,13.1,6,5641,5952,55692,71778,1163,1598,19.3,32.9,42.3,31.7,34.8,32.9,3.6,10051,10974,89.3,91.6,25.9,31.1,5952,1755,4197
0600000US4104793128,"Stayton CCD, Marion County, Oregon",0.448,0.4351,14304,15106,5939,6688,491,306,459,421,14538,14934,11.3,9,5389,5435,49161,64618,1033,720,13,24.6,49.6,49.9,36.3,20.3,1.2,9994,10377,87.6,88.3,18.4,15.7,5435,1284,4151
0600000US4104793570,"Woodburn CCD, Marion County, Oregon",0.382,0.3956,29246,32274,12230,13934,1795,1305,760,1290,29589,31519,22.7,17.2,9236,9663,42835,53742,3628,2815,34.8,18,42.4,36.3,20.6,38.7,2.2,17812,19316,63.7,71.3,12.4,15.4,9663,2067,7596
0600000US4104990323,"Boardman CCD, Morrow County, Oregon",0.373,0.3895,7560,8377,3408,3612,761,561,182,442,7753,8366,14.1,16.1,2440,2880,50734,56014,751,793,27,22.7,37.8,35.4,32.2,34.7,2.9,4739,5075,72.6,69.5,7.3,6.6,2880,433,2447
0600000US4104991309,"Heppner CCD, Morrow County, Oregon",0.446,0.4087,2352,1916,772,864,77,133,65,114,2114,1897,24.5,8.2,909,832,35949,48571,78,162,2.6,6.8,67.9,9.9,19.2,77.2,10.3,1493,1382,88.8,91.8,14.1,11.9,832,171,661
0600000US4104991411,"Ione-Lexington CCD, Morrow County, Oregon",0.417,0.425,1200,1010,528,447,143,169,10,32,1250,1010,9.3,12.7,442,396,61250,52685,61,61,23,52.5,23,24.6,45.9,19.7,8.2,851,717,91.5,89.1,27.3,20.2,396,83,313
0600000US4105190663,"Corbett CCD, Multnomah County, Oregon",0.347,0.3976,3944,4069,1818,1855,98,20,105,126,4216,4019,13.4,8.3,1471,1466,65938,80909,378,343,9.8,23.9,46.8,44.6,38.4,31.5,5,2899,2801,94,93.4,24.2,36.6,1466,402,1064
0600000US4105191249,"Gresham CCD, Multnomah County, Oregon",0.398,0.416,134765,147750,64005,72492,1412,1610,6485,7474,138895,146236,17.9,14.8,50505,52665,49945,58223,14578,12483,19,17.1,36,39.3,41.6,37.1,3.4,89600,99096,85,86.1,19.1,22.2,52665,10011,42654
0600000US4105192518,"Portland East CCD, Multnomah County, Oregon",0.44,0.4465,451499,509190,237888,285370,1416,1906,27379,33739,455686,500393,17.9,14.1,188367,201284,49540,68604,41790,38618,15.3,10.8,24.8,28,48.1,45.4,11.8,327905,374868,88.5,91.1,37.7,45.6,201284,29172,172112
0600000US4105192520,"Portland West CCD, Multnomah County, Oregon",0.545,0.5238,118941,141030,68588,79445,426,362,6637,6154,121404,136990,13.4,11.8,62121,69744,61578,82038,13482,12693,5.3,4.1,14.7,13.9,57.3,58.2,22.7,93347,108474,96.8,97.4,63.8,68.5,69744,10659,59085
0600000US4105192975,"Skyline CCD, Multnomah County, Oregon",0.435,0.4513,2887,2567,1666,1233,37,96,99,81,2725,2556,3.4,8.1,1190,1070,78894,95000,135,98,18.5,7.1,25.2,34.7,34.8,36.7,21.5,2172,2051,97,95.9,45.7,44.4,1070,260,810
0600000US4105390799,"Dallas CCD, Polk County, Oregon",0.378,0.4044,19756,21983,7913,9129,450,265,566,935,19486,21508,12.9,11.3,7442,8190,51727,62312,1299,1935,18.2,12.2,41.5,29.4,34.6,49.9,5.8,13482,15197,90.8,93.3,21.1,26.1,8190,2511,5679
0600000US4105391122,"Falls City CCD, Polk County, Oregon",0.367,0.4065,3097,3371,1177,1508,69,63,96,54,2948,3364,18.5,16.9,1064,1223,44500,69911,295,221,21.7,15.8,25.4,38.9,51.9,43,1,1981,2539,89.8,90.2,19.3,21.6,1223,259,964
0600000US4105391972,"Monmouth-Independence CCD, Polk County, Oregon",0.425,0.417,19888,22197,8407,10214,465,552,521,1127,19227,21069,23.4,17.6,7039,7293,39574,50983,5233,5122,8.6,6,19.5,19.5,63.6,65.9,8.4,10328,11720,84.2,86.8,25.4,29.1,7293,1270,6023
0600000US4105392754,"Salem CCD, Polk County, Oregon",0.402,0.4382,27958,32250,13131,15333,684,896,823,1186,29179,32043,9.4,9,11189,12410,66244,70160,2188,3217,17.8,17.2,31.7,32.2,47.9,31.7,2.6,20176,21775,92.4,91.5,37.8,38.4,12410,3306,9104
0600000US4105393502,"Willamina CCD, Polk County, Oregon",0.447,0.3869,3046,3236,1164,1216,82,135,300,104,2921,3205,16.9,21.7,1239,1189,33189,52625,203,154,4.9,20.1,69.5,37,25.6,42.2,0,2062,2222,87.3,91.2,10.7,12.3,1189,214,975
0600000US4105591989,"Moro CCD, Sherman County, Oregon",0.419,0.4146,714,852,337,407,76,98,30,39,755,847,21.1,11.8,336,373,39605,50156,67,99,10.4,25.3,49.3,6.1,37.3,63.6,3,558,582,91.4,93.6,22.8,22,373,69,304
0600000US4105593434,"Wasco CCD, Sherman County, Oregon",0.363,0.473,1105,790,459,308,66,43,63,10,1091,790,23.3,15.2,452,375,47656,51438,85,15,34.1,46.7,18.8,53.3,30.6,0,16.5,762,669,89.4,85.5,9.1,13.2,375,111,264
0600000US4105790238,"Bay City CCD, Tillamook County, Oregon",0.42,0.4466,4981,5248,1787,2181,93,76,191,268,4609,5211,12.7,16.1,2118,2157,43368,49917,351,315,41,14,36.5,32.1,21.9,54,0.6,4078,4125,89.3,91.3,16.6,19.3,2157,560,1597
0600000US4105790255,"Beaver CCD, Tillamook County, Oregon",0.423,0.3802,2354,2279,1270,892,120,119,188,123,2405,2277,8.9,9.9,1005,961,57176,41967,151,218,3.3,4.1,48.3,56.4,48.3,39.4,0,1756,1701,91.1,89.7,25.1,18.1,961,238,723
0600000US4105792091,"Nehalem CCD, Tillamook County, Oregon",0.431,0.4324,3244,3306,1379,1225,206,45,215,242,3379,3220,23.6,7.2,1525,1604,36541,53442,189,96,9.5,5.2,15.3,58.3,75.1,36.5,0,2568,2707,86.5,94.3,23.2,30.3,1604,549,1055
0600000US4105792108,"Neskowin CCD, Tillamook County, Oregon",0.458,0.4342,2564,2451,773,789,65,133,196,125,2364,2451,20.2,17.9,988,1056,40218,47772,199,95,0,49.5,53.3,0,46.7,0,0,1700,1902,95.2,91,28.8,25,1056,363,693
0600000US4105793213,"Tillamook CCD, Tillamook County, Oregon",0.442,0.4145,12057,13105,5565,5220,552,581,423,444,11636,12517,18.2,13,5207,5006,41301,50223,622,893,16.4,21.2,38.3,24.7,34.7,39.8,10.6,8606,9304,86.9,87.1,18.5,20.5,5006,1476,3530
0600000US4105990170,"Athena CCD, Umatilla County, Oregon",0.367,0.3998,1800,2090,887,902,162,94,53,68,1815,2071,6.6,11.7,718,807,54348,64148,79,177,24.1,29.9,29.1,43.5,38,26.6,8.9,1262,1465,86.5,93.4,21.1,25.1,807,207,600
0600000US4105991334,"Hermiston-Umatilla CCD, Umatilla County, Oregon",0.412,0.4199,35544,38181,16031,16089,2117,1996,1055,803,34468,35764,16.9,19,12350,12794,49880,54098,3931,3486,26.5,24.1,35.3,34.4,36.1,36.5,2,22443,24412,80.5,77.1,12.1,15.6,12794,2251,10543
0600000US4105991929,"Milton-Freewater CCD, Umatilla County, Oregon",0.408,0.469,11052,11065,4643,4520,557,406,408,375,11040,10986,19.8,19.9,4067,3961,38503,53788,739,967,25.7,6.5,37.5,43.6,36.8,46.3,0,7456,6807,71.3,81.1,12.6,15.8,3961,644,3317
0600000US4105992448,"Pendleton CCD, Umatilla County, Oregon",0.401,0.4293,19533,18494,8418,7732,286,135,1195,904,17797,16436,12.4,16.4,7054,6656,51005,52830,1881,1653,21.9,25.8,28.5,38.9,43.8,31.2,5.7,12753,12945,88.2,89.1,20.6,20.1,6656,1302,5354
0600000US4105992465,"Pilot Rock CCD, Umatilla County, Oregon",0.363,0.4537,2310,2337,916,985,60,68,112,108,2278,2204,12.7,13,881,908,50844,57566,181,297,16.6,16.5,31.5,52.5,46.4,31,5.5,1528,1594,93.3,91.6,15.1,20,908,252,656
0600000US4105993264,"Umapine CCD, Umatilla County, Oregon",0.443,0.3786,728,999,267,425,19,56,23,12,745,993,1.1,18.1,293,362,59175,88906,70,42,0,28.6,31.4,71.4,58.6,0,10,510,679,89.2,88.7,0,18.6,362,87,275
0600000US4105993270,"Umatilla Reservation CCD, Umatilla County, Oregon",0.421,0.4332,2748,2836,1183,1256,74,110,163,217,2881,2811,17.1,16.6,1044,1033,52500,57102,168,238,35.7,21.8,35.1,29,26.8,47.9,2.4,1967,1950,88.8,90,15.9,15.3,1033,217,816
0600000US4105993451,"Weston CCD, Umatilla County, Oregon",0.378,0.358,1089,1127,385,503,14,37,15,17,931,1111,3.2,5.6,379,387,52150,57279,51,107,49,25.2,25.5,34.6,25.5,40.2,0,697,692,87.2,85.3,15.2,10.7,387,69,318
0600000US4106190714,"Cove CCD, Union County, Oregon",0.449,0.4281,2034,2369,1027,1029,191,121,32,24,2428,2367,8.7,8.7,860,935,48966,59911,148,120,27,17.5,34.5,12.5,16.2,55.8,22.3,1690,1723,82.8,89.1,23.4,30.6,935,336,599
0600000US4106191037,"Elgin CCD, Union County, Oregon",0.444,0.3824,3100,3154,1198,1263,146,92,104,93,3090,3135,14.8,11.4,1216,1362,43707,49781,216,151,11.1,6.6,64.8,47,22.2,39.1,1.9,2194,2353,91.6,92.6,12.5,15.1,1362,368,994
0600000US4106191615,"La Grande CCD, Union County, Oregon",0.465,0.4556,17060,17278,7436,8039,348,286,570,807,16189,16731,20.3,15.6,6941,7020,40405,50192,2236,2461,6.3,10.6,33.1,30.8,48.2,47.1,12.3,10848,10956,90,94.2,23.8,26.9,7020,1515,5505
0600000US4106193111,"Starkey CCD, Union County, Oregon",0.113,0.272,46,118,103,8,0,0,0,0,202,66,0,12.1,56,40,129091,28750,58,10,13.8,0,12.1,0,74.1,100,0,111,66,100,87.9,65.8,0,40,24,16
