"AFFGEOID","long","lat","cluster","pvalue","realm","er_fraction","X1","X2","Civilians_Employed_Over_16_delta","Gini_Index_delta","Median_Income_Households_delta","Number_Employed_NAICS11_Industry_delta","Number_Employed_NAICS71_Industry_delta","Number_Households_delta","pct_bachelors_degree_higher_delta","pct_highschool_graduate_equivalency_delta","pct_highschool_graduate_or_higher_delta","pct_less_than_highschool_graduate_delta","pct_some_college_associates_degree_delta","Percent_Population_Poverty_Status_Determined_delta","Population_18to24years_delta","Population_25years_older_delta","Population_Poverty_Status_Determined_delta","Total_Population_delta","RetireTotal","RetirementIncome","NoRetirementIncome"
"0600000US4102993094",-122.979304279585,42.1677576003099,3,0.476496465942754,"Cool Temperate Dry Shrubland on Mountains",0.350174723354688,0.0775587470752816,0.287809980030201,-478,-0.0282,9468,43,-44,-478,9.5,-30.9,0.599999999999994,13.7,15.2,-2.6,-215,-690,-1258,-1155,4396,1305,3091
"0600000US4103190136",-120.791455463178,44.6491347589161,2,0.781278066189967,"Cool Temperate Dry Shrubland on Mountains",0.440952665415031,-1.01957495686177,0.189348531121993,69,-0.0371,56591,-77,24,-2,11,-12.9,9.10000000000001,-34.9,47.6,-6,-69,379,132,381,213,59,154
"0600000US4103190782",-121.224670711509,44.5273259995959,10,0.986045481864113,"Cool Temperate Dry Shrubland on Mountains",0.613784359258825,-0.288350305769135,0.380485365595407,535,-0.0186,14132,42,149,116,5.2,17.8,1.5,-26,8.1,-6.8,234,583,997,992,3005,1016,1989
"0600000US4103191224",-121.572121970384,44.5062292708929,2,0.652461039033698,"Cool Temperate Dry Shrubland on Mountains",0.457945709998636,-0.735487859823189,0.231937449896087,79,0.00259999999999999,19389,10,12,-2,-4.6,0,-5,76.9,-42.3,-0.100000000000001,-21,49,78,112,240,95,145
"0600000US4103191751",-121.134311332275,44.7092876152875,3,0.717820068952339,"Cool Temperate Dry Shrubland on Mountains",0.520499224004139,0.119529500356142,-0.00155042868335464,202,0.0284,4214,-34,132,-48,3.3,10.6,3.2,-16.2,12.5,-1.1,-128,537,-37,148,3800,840,2960
"0600000US4103193383",-121.497716454311,44.7234982941265,6,0.901868235909489,"Cool Temperate Dry Shrubland on Mountains",0.397947780148329,0.266224017568439,-0.175461840998344,-68,0.0451,-3307,32,48,25,1.5,30.4,8.40000000000001,-8.7,-16,11.6,-50,256,384,322,836,116,720
"0600000US4103390493",-123.552791929763,42.1059547407274,3,0.365173302486458,"Cool Temperate Dry Shrubland on Mountains",0.531656039979321,0.0944923178929163,-0.120619207975136,-149,0.0055,6248,-43,7,403,1.3,-16.5,6.59999999999999,11.1,5.3,-2.4,79,655,373,48,3291,873,2418
"0600000US4103391241",-123.324995442549,42.5119866950465,8,0.599336170608638,"Cool Temperate Dry Shrubland on Mountains",0.481077852259906,0.701345445972145,-0.0238828147318135,2216,-0.00259999999999999,10855,219,666,1339,1.8,-3.2,2.2,-2,6.4,-1.7,-86,3539,4013,4552,26567,7036,19531
"0600000US4103392295",-123.625444489092,42.6153626489371,7,0.491368606214858,"Cool Temperate Dry Shrubland on Mountains",0.605819138825938,0.060703845525272,-0.186744891652255,251,-0.018,6064,-32,14,149,2.2,14.6,-0.799999999999997,-31,23.6,1.4,-163,-2,-172,-134,2946,1024,1922
"0600000US4103393485",-123.672371647717,42.3793319124195,7,0.849723472922327,"Cool Temperate Dry Shrubland on Mountains",0.451848307213782,0.042400331708257,-0.234766270418649,-263,-0.0436,7694,-51,-56,24,-6.7,2.2,0.799999999999997,-13.7,11.4,-7.8,-213,-187,-828,-617,2170,807,1363
"0600000US4103393519",-123.303922723031,42.2260836893832,7,0.671469907147254,"Cool Temperate Dry Shrubland on Mountains",0.570934885412877,0.164868993808686,-0.333848433347145,-4,0.0886,5973,187,-12,79,-1.5,10,-0.700000000000003,-17.5,11.6,-0.699999999999999,-69,26,-8,230,1393,443,950
"0600000US4103590527",-121.553649753854,42.6974462980781,6,0.317976020926022,"Cool Temperate Dry Shrubland on Mountains",0.551306502210181,-0.131145327068055,-0.438011039280777,123,0.0993,1462,-23,53,242,7,-20.5,3.2,26.4,-5.9,1.4,126,104,568,1086,2276,662,1614
"0600000US4103590731",-121.784580231482,43.2693040680738,7,0.914639185111968,"Cool Temperate Dry Shrubland on Mountains",0.717070347284061,0.152999939252788,-0.285295961304815,-206,-0.0163,7415,65,-163,-80,0.4,4.59999999999999,9,-18.6,19.3,-1.2,-24,67,85,204,1344,366,978
"0600000US4103591564",-122.105655709574,42.3871061878378,5,0.965336079529524,"Cool Temperate Dry Shrubland on Mountains",0.559753679156664,-0.359400245714595,0.276712252691972,-297,-0.0243,11466,-25,-31,-107,-9.5,-16.5,-0.899999999999991,-10.6,-6.8,-3.8,-167,-197,-256,-575,1216,398,818
"0600000US4103591581",-121.783947437558,42.2403725118231,8,0.872509873304743,"Cool Temperate Dry Shrubland on Mountains",0.506924715909091,0.609459267186313,0.00402154621702122,-351,0.00490000000000002,4889,127,121,-111,0.300000000000001,-5.5,0,-4,8.9,1.8,-433,1241,611,-660,20359,4231,16128
"0600000US4103591651",-121.100913105833,42.2941641993433,4,0.489089962996786,"Cool Temperate Dry Shrubland on Mountains",0.491771987159094,0.222238932242343,-0.475168842632693,89,-0.0899,5037,-18,24,14,2.3,3.4,-2.3,-50.9,47.5,-11,28,66,66,111,673,211,462
"0600000US4103591785",-121.438305225224,42.0305658467923,7,0.609097626588141,"Cool Temperate Dry Shrubland on Mountains",0.318774772228013,0.267032232563253,-0.371031248255037,191,0.0694,6637,-22,36,107,-8.9,15.5,-1.80000000000001,-43.5,20.3,0,-3,123,196,509,593,77,516
"0600000US4103591870",-121.662930653084,42.0709766640487,6,0.785225529155586,"Cool Temperate Dry Forest on Mountains",0.58128581966748,0.0684149243534818,-0.34244485201762,-200,-0.01,-1684,-254,-81,76,10.2,8.3,6.5,-29.6,13.4,-7.2,-138,62,-266,-215,871,193,678
"0600000US4103593594",-121.568446783836,42.2916638693856,6,0.659164502284889,"Cool Temperate Dry Forest on Mountains",0.536564711575297,0.183422642697308,-0.324914902339713,46,0.0562,-858,9,29,-2,1.2,-55.9,2.59999999999999,-7.4,78.8,-1.3,-15,28,-51,-59,554,190,364
"0600000US4103791632",-120.56745628954,42.2054532818166,6,0.502141407530875,"Cool Temperate Dry Forest on Mountains",0.617308308876119,-0.202862223472375,-0.396214164876752,-235,0.0166,-1223,-79,30,-175,-4.3,10.1,0.0999999999999943,-9.1,-2.4,4.7,66,-414,-480,-611,2120,411,1709
"0600000US4103792924",-120.612221783366,43.3153287536554,4,0.826337849110038,"Cool Temperate Dry Forest on Mountains",0.283602731437462,0.189715898663362,-0.474388006073997,26,0.0555,3475,-148,76,124,-3.7,-0.600000000000001,-1.7,25.8,-25.2,-0.800000000000001,-71,384,170,479,954,194,760
"0600000US4103793145",-120.772156122669,42.7775699533029,2,0.991655150023781,"Cool Temperate Dry Forest on Mountains",0.335849056603774,-0.867029069055187,0.249135917852385,36,-0.2228,23807,1,11,-41,13.4,30.5,6.3,-34.6,-5.1,-13.7,15,-70,-11,32,268,57,211
"0600000US4103793417",-119.875827388115,42.4499222113928,2,0.84919393633647,"Cool Temperate Dry Forest on Mountains",0.619859655868499,-1.00124215309934,0.176471050172604,33,-0.0375,35248,-47,23,41,-1.5,100,2.90000000000001,0,-75,-12,-3,75,99,55,173,33,140
"0600000US4103990187",-123.430311793434,44.0592661770668,3,0.77634380355245,"Cool Temperate Dry Forest on Mountains",0.333061576827163,0.196961121710205,0.0912901442511855,686,0.021,5443,143,289,412,0.100000000000001,-2.6,-4,8.6,-2.7,2.5,439,945,1375,1225,5160,1448,3712
"0600000US4103990578",-123.059893553903,44.1605370863185,6,0.95774243220409,"Cool Temperate Dry Forest on Mountains",0.427422009289398,0.152477478153266,-0.27194811602841,-71,0.0247000000000001,-1683,82,42,78,1.9,43.7,-1.3,2,-50.5,-0.5,-10,232,217,280,933,296,637
"0600000US4103990697",-122.844309239311,43.6621478864387,1,0.88429998061273,"Cool Temperate Dry Forest on Mountains",0.536258379037172,0.259314742774024,0.121999865221751,614,0.00940000000000002,9038,332,-6,242,5,-10.6,0.200000000000003,18,-10.9,2.6,-154,1402,994,264,7614,2039,5575
"0600000US4103990748",-123.047240950995,43.9225969434129,10,0.831698428146119,"Cool Temperate Dry Forest on Mountains",0.6129108536297,-0.248885376942078,0.422481484244831,729,-0.0325,14221,39,88,281,4.8,-14,5.90000000000001,-9.9,28,0.200000000000001,-237,899,756,712,3772,954,2818
"0600000US4103990943",-124.037860657876,43.9204552495024,5,0.681125754560435,"Cool Temperate Dry Forest on Mountains",0.340990913766501,-0.338503049449167,0.260455336048161,-53,-0.0247,12585,-3,58,-14,6.6,57.8,-3.3,-20.5,-37.3,4.4,-72,-81,-149,203,1149,444,705
"0600000US4103991105",-123.132211346068,44.050007916519,9,0.910224858298415,"Cool Temperate Dry Shrubland on Tablelands",0.312812620238553,0.928699012963272,-0.250387076571683,15631,0.00899999999999995,9569,-15,2613,5690,2.7,4.4,1.5,0.699999999999999,-8.2,-1.9,983,14273,15551,20253,110716,21385,89331
"0600000US4103991147",-123.989211838361,44.1475659717089,3,0.546604498232379,"Cool Temperate Dry Shrubland on Plains",0.375171279802686,0.142882881637808,0.220869724296875,-287,0.0126,9348,-2,12,-127,1.5,4.2,-1.40000000000001,-21,13,0.6,-100,248,166,612,6184,2480,3704
"0600000US4103991513",-123.314354099174,44.2063401545616,10,0.604222216193087,"Cool Temperate Dry Shrubland on Plains",0.331502745881178,-0.111332789156894,0.39061067316586,482,0.1516,13442,-262,44,258,8.2,-3,4.59999999999999,-16.4,14.4,-1.4,-80,631,519,744,4889,1099,3790
"0600000US4103991700",-122.632944283966,43.9390115920295,4,0.633483591750555,"Cool Temperate Dry Cropland on Plains",0.221469691838808,0.06404257342742,-0.402906329765671,4,0.0836,4299,1,91,72,8.4,8.6,0.799999999999997,7.8,-28.8,-1.3,46,339,257,130,1956,549,1407
"0600000US4103991719",-122.193368790085,44.1006055092355,10,0.961185660622458,"Cool Temperate Dry Cropland on Plains",0.318717979268438,-0.314161352900107,0.356426308591918,324,0.0981,13769,24,-99,197,-1.2,11.5,0.299999999999997,4.5,-21.2,-0.699999999999999,213,658,819,782,2316,699,1617
"0600000US4103991802",-122.819898710543,44.1791011840727,2,0.931648253850133,"Cool Temperate Dry Cropland on Plains",0.394213702520412,-0.940333697915679,0.268919866791309,254,-0.0866,28915,111,-61,2,3,-6,2.40000000000001,-21.9,25.5,-3.3,120,417,617,340,2028,642,1386
"0600000US4103991889",-123.724485359586,44.1225284615011,5,0.776186305049957,"Cool Temperate Dry Cropland on Hills",0.458099734434937,-0.237664809004224,0.294773890659414,-18,0.000300000000000022,9347,-6,-14,56,1.1,17.6,2.7,-13.4,-4.2,-9.8,-25,79,91,56,920,277,643
"0600000US4103992346",-122.288340759491,43.7035539190498,6,0.910831303156687,"Cool Temperate Dry Cropland on Mountains",0.424297043979813,0.236305372782333,-0.20292942975347,-72,-0.0673,-7881,155,22,-79,0.199999999999999,-4.1,0,28.5,-15,13.4,255,-26,95,148,1928,553,1375
"0600000US4103992482",-122.929751110465,43.9487098175737,7,0.737529742224692,"Cool Temperate Dry Cropland on Mountains",0.353170731707317,0.00119873379456377,-0.25218932998059,-133,-0.0712,7998,-112,146,-165,2.8,-11.6,3.39999999999999,-5.2,31.4,-2.3,261,-356,197,642,2126,746,1380
"0600000US4103993300",-123.426370018333,43.9090270986286,2,0.908215876698333,"Cool Temperate Dry Cropland on Mountains",0.328522336769759,-0.971251326663921,0.230640095890508,0,-0.0297,35037,-17,-33,-65,2.6,-4,2.10000000000001,26.6,-22.6,-6.8,93,43,41,-207,621,154,467
"0600000US4104190884",-123.954606478838,44.8471653312808,7,0.447457456925231,"Cool Temperate Dry Cropland on Mountains",0.414925373134328,0.0992915099593553,-0.211932228855946,-154,0.000199999999999978,5819,-2,-37,229,-2.8,-14.7,6.30000000000001,-55.7,70.4,-3.7,-97,556,407,510,2308,959,1349
"0600000US4104191020",-123.722831408877,44.578272355132,6,0.609790225412612,"Cool Temperate Dry Cropland on Tablelands",0.274018092293599,0.416981105448622,-0.0214420628353653,-39,0.1442,-16730,-73,9,-29,2.5,14.3,6.09999999999999,-100,85.7,-3.1,67,-24,-29,-344,355,86,269
"0600000US4104191674",-123.86637138001,44.9709502034758,3,0.888481246308935,"Warm Temperate Moist Cropland on Plains",0.407694726910578,0.154927855138679,0.0916304059639372,-910,-0.0161,3230,-30,113,-324,4.8,21.2,0.900000000000006,-12.4,-3.6,2.7,-101,81,-120,172,5608,1424,4184
"0600000US4104192133",-124.029565382703,44.649014489427,3,0.870329588881347,"Warm Temperate Moist Cropland on Plains",0.460506950122649,0.160848294052325,0.138323531399874,24,-0.0081,1053,59,309,90,-2.8,5.7,1.59999999999999,-0.5,-7.6,-0.600000000000001,150,623,1003,1088,5784,1516,4268
"0600000US4104192907",-123.844332077484,44.7743047275068,6,0.95257787778632,"Warm Temperate Moist Cropland on Plains",0.33099209833187,0.234144297844963,-0.210115180300479,-190,0.0627,-2976,14,29,-100,-1.8,-9.49999999999999,1.90000000000001,17.8,-8.3,2,-68,-165,-352,-284,1116,259,857
"0600000US4104193230",-123.920324758259,44.5956360686094,10,0.72670146493167,"Warm Temperate Moist Cropland on Plains",0.575607454588346,-0.394298379681911,0.354703881165352,71,0.0377,16907,65,65,165,6.6,12.1,3.7,-4.5,-6.7,-1.6,-23,525,600,256,2262,565,1697
"0600000US4104193349",-123.936645245276,44.3932082682168,3,0.640695790003966,"Warm Temperate Moist Cropland on Plains",0.97727007809768,0.0340159550450437,0.115157820559539,322,-0.0366,9596,-51,193,228,-0.399999999999999,-31.7,0.899999999999991,-14.2,30.2,1.7,-10,871,931,1292,3865,1202,2663
"0600000US4104390068",-123.09408138386,44.6049830303868,8,0.829948201517784,"Warm Temperate Moist Cropland on Plains",0.667249825052484,0.634617923726336,0.0228638644423391,4312,0.0157,14187,-326,108,1648,6.3,2.90000000000001,1.8,-5.8,0,-6.8,498,3745,3120,5302,22049,5063,16986
"0600000US4104390374",-122.957649791536,44.3469217273666,7,0.889927351790442,"Warm Temperate Moist Cropland on Plains",0.374531835205993,0.09936954527185,-0.213757080730442,374,0.0785,8771,-123,-21,183,5.3,11,-1.89999999999999,3.2,-0.600000000000001,-1.2,117,227,221,-245,1719,393,1326
"0600000US4104390986",-122.272840593708,44.4463860381007,5,0.679372566205309,"Warm Temperate Moist Cropland on Plains",0.326813186813187,-0.405470416862114,0.313412552868977,64,0.1447,13026,-46,40,49,1.2,-14.8,0.0999999999999943,-5.3,20.1,-3.1,30,326,314,261,901,256,645
"0600000US4104391292",-123.139349713277,44.3656840069605,6,0.449018940631275,"Warm Temperate Moist Cropland on Plains",0.890329012961117,-0.291833001863281,-0.401582744706719,-65,-0.0091,-2270,61,19,247,1.2,15.8,-4.3,15.9,-31.1,5,9,490,1094,1518,2655,459,2196
"0600000US4104391666",-122.892208717844,44.5190531152468,1,0.693919681040333,"Warm Temperate Moist Cropland on Plains",0.460182562165565,0.363494451059286,0.0974550906528708,1130,0.0246,4617,162,-132,782,2.6,6.7,1.09999999999999,-8.7,1.9,-0.800000000000001,-111,1876,1708,1923,10287,2206,8081
"0600000US4104391904",-122.462875161434,44.6907955040564,6,0.509803446315677,"Warm Temperate Moist Cropland on Plains",0.779353123615419,-0.215951696195426,-0.409657214466915,-80,0.0102,-938,-32,-2,23,-3.8,0.300000000000001,1.8,5,-5.5,0.6,-511,439,-95,266,2417,673,1744
"0600000US4104392822",-122.866170419796,44.6458848408544,5,0.525799228374257,"Warm Temperate Moist Cropland on Plains",0.745552977571539,-0.312412561056901,0.257122983938736,-155,-0.0528,12593,138,-27,-22,6.1,-7.2,2.8,12.5,-0.800000000000004,-1.2,-53,48,153,-139,2188,608,1580
"0600000US4104393162",-122.713622716535,44.3859376792193,3,0.768595824825087,"Warm Temperate Moist Cropland on Plains",0.723145071982281,0.159936014258462,0.085402615937048,276,0.00319999999999998,8259,181,182,286,-5.1,-31.7,-1.39999999999999,31.8,-2.9,-3.2,87,846,1409,1847,5546,1670,3876
"0600000US4104590017",-117.085657329468,43.6822553051288,4,0.898924236851323,"Warm Temperate Moist Cropland on Plains",0.487714790428778,0.262560422488728,-0.467149095012981,-7,-0.014,2745,-20,-17,48,-2.7,-8.4,-2.3,-7.4,23.9,11.3,6,19,86,39,386,81,305
"0600000US4104590340",-117.731023715007,44.1110373789201,7,0.64388850566942,"Warm Temperate Moist Cropland on Plains",0.445706497046797,0.23161255322706,-0.330055365064486,-15,0.0558,7054,66,14,-5,0.3,-10.1,-0.5,1.9,6.6,-33.4,-35,682,-597,-650,284,52,232
"0600000US4104590833",-116.969267160941,44.1621492928439,4,0.522860682185635,"Warm Temperate Moist Cropland on Plains",0.783892448800101,0.314339700871823,-0.471664825153631,-46,0.0703,4938,-9,20,-3,-1.4,-2.3,-4.89999999999999,-0.0999999999999979,4.4,0,5,23,29,145,441,120,321
"0600000US4104591479",-117.546056210252,42.6383593449911,5,0.863161100791179,"Warm Temperate Moist Cropland on Plains",0.43339197185351,-0.385342625503291,0.325602375948797,-110,0.0311,12067,-85,-17,-65,3.1,-27.1,4.60000000000001,23.6,3.5,2.9,-19,-131,-212,-230,212,24,188
"0600000US4104591768",-117.03539918328,43.9582204268571,6,0.529045160930582,"Warm Temperate Moist Forest on Hills",0.680534597973701,0.422343388498843,0.0851386173293115,-44,0.0963,-19674,14,1,-19,-4.5,21.3,-0.0999999999999943,10.7,-32,-0.4,-22,-52,-197,-265,287,62,225
"0600000US4104592329",-117.040739169174,43.8869724299804,4,0.756182059805525,"Warm Temperate Moist Cropland on Hills",0.590182648401826,0.139256462247697,-0.453998884348397,-149,-0.0305,2106,14,39,-41,5.8,-1.6,-2.60000000000001,-5.2,1.7,2,54,-513,-528,-364,1417,227,1190
"0600000US4104592397",-117.028542756468,44.0318835065561,3,0.912061713442012,"Warm Temperate Moist Cropland on Hills",0.383512544802867,0.149425064806104,0.106695074773999,315,0.0121,7454,9,47,8,-1,4.9,4.2,2.2,-6.7,-5.2,-11,-490,188,417,5240,929,4311
"0600000US4104592414",-117.114842818925,43.8094638468807,6,0.936410354323799,"Warm Temperate Moist Cropland on Hills",0.331736526946108,0.16470729875254,-0.272858049566568,-128,0.1187,-3217,-17,-9,0,-10.8,-4.9,-4.5,9.3,-4.5,9.2,-66,-27,-35,-117,242,39,203
"0600000US4104593315",-117.257342935302,44.0096858135065,4,0.585482487292881,"Warm Temperate Moist Cropland on Hills",0.481171548117155,0.15029120206424,-0.413682854582119,117,0.0475,4920,-132,87,87,2,-17.4,0.200000000000003,19,-2.5,-1.7,69,188,124,390,1447,251,1196
"0600000US4104790994",-122.12514255957,44.7976581378583,4,0.554491028338964,"Warm Temperate Moist Cropland on Hills",0.475292999683244,0.237273782819939,-0.474845828627318,-13,-0.0107,4624,-35,-5,69,5.3,13.7,7.39999999999999,-3.8,-9.8,-3.8,-84,206,-49,-260,1027,318,709
"0600000US4104791360",-122.817794091301,45.217251957324,10,0.481801031218748,"Warm Temperate Moist Settlement on Hills",0.176590538336052,-0.234725587517566,0.309750579626441,509,0.0547,12054,-172,105,427,6.2,-14.1,2.09999999999999,-13.4,24.2,-4.5,-197,1200,874,1699,3744,855,2889
"0600000US4104791428",-122.988152284934,44.7758555127169,10,0.476424824463992,"Warm Temperate Moist Settlement on Mountains",0.397007845283707,-0.158138326775491,0.355133757773252,651,-0.0457,12402,-56,171,432,6.4,8.9,-0.0999999999999943,4.3,-12.6,-3.6,69,1161,1439,2029,4545,1014,3531
"0600000US4104792006",-122.780594665973,45.0749698217789,7,0.901037939677301,"Warm Temperate Moist Cropland on Mountains",0.322608695652174,0.111925464740911,-0.247578294218654,76,0.0335,6340,63,-72,63,8.7,10.3,4.39999999999999,-21.3,7.6,-2.1,-198,210,-276,-264,1783,431,1352
"0600000US4104792720",-122.970163744004,45.19752389471,2,0.718571577924728,"Warm Temperate Moist Cropland on Mountains",0.567339373970346,-1.05183445964299,0.119943556933749,117,-0.1152,27987,52,15,-12,10.2,18.5,10.5,-28.1,7.5,-1.7,65,10,47,124,481,121,360
"0600000US4104792737",-122.976090918962,44.9481753875531,9,0.934583067471641,"Warm Temperate Moist Cropland on Mountains",0.558927519151444,0.928329022427405,-0.264968304004422,16970,0.00430000000000003,12643,1177,1943,3048,2.3,1.8,1.40000000000001,-3,1.7,-3.5,1804,16744,17734,20826,85408,19327,66081
"0600000US4104792941",-122.647383087003,44.9346307017766,10,0.493694657625168,"Warm Temperate Moist Cropland on Mountains",0.337916183534868,-0.0326611531172963,0.365350325785558,466,0.0321,16086,-259,-83,311,5.2,-10.6,2.3,13.6,-1.9,-7.1,435,923,1624,1763,5952,1755,4197
"0600000US4104793128",-122.76286000382,44.8365152640368,10,0.594374391729987,"Warm Temperate Moist Cropland on Mountains",0.441641825269434,-0.0897702908180172,0.401001987133864,749,-0.0129,15457,-185,-38,46,-2.7,0.299999999999997,0.700000000000003,11.6,-16,-2.3,-313,383,396,802,5435,1284,4151
"0600000US4104793570",-122.883764048752,45.1352010234405,1,0.676514111710784,"Warm Temperate Moist Cropland on Mountains",0.362068965517241,0.335698168748708,0.141140328886881,1704,0.0136,10907,-490,530,427,3,-6.1,7.59999999999999,-16.8,18.1,-5.5,-813,1504,1930,3028,9663,2067,7596
"0600000US4104990323",-119.747894993684,45.7636816545976,3,0.49762452834899,"Warm Temperate Moist Cropland on Mountains",0.472351571594878,0.115207329290989,-0.0863474188962581,204,0.0165,5280,-200,260,440,-0.7,-2.4,-3.09999999999999,-4.3,2.5,2,42,336,613,817,2880,433,2447
"0600000US4104991309",-119.458397973383,45.2706669336987,5,0.833921556422117,"Warm Temperate Moist Cropland on Mountains",0.294318181818182,-0.387397820775307,0.298182098620189,92,-0.0373,12622,56,49,-77,-2.2,-58,3,4.2,58,-16.3,84,-111,-217,-436,832,171,661
"0600000US4104991411",-119.757693596399,45.5304480626323,6,0.781477196750687,"Warm Temperate Moist Cropland on Mountains",0.249002601908066,0.353590738243757,-0.163089196154248,-81,0.00800000000000001,-8565,26,22,-46,-7.1,1.6,-2.40000000000001,29.5,-26.2,3.4,0,-134,-240,-190,396,83,313
"0600000US4105190663",-122.085274359418,45.5277111778829,10,0.527916483406064,"Warm Temperate Moist Cropland on Mountains",0.212718600953895,-0.478997881320849,0.305225145586381,37,0.0506,14971,-78,21,-5,12.4,-2.2,-0.599999999999994,14.1,-6.9,-5.1,-35,-98,-197,125,1466,402,1064
"0600000US4105191249",-122.422775638654,45.5153876731775,9,0.990740180882634,"Warm Temperate Moist Cropland on Mountains",0.514786649767638,0.897464601455166,-0.210222922851329,8487,0.018,8278,198,989,2160,3.1,3.3,1.09999999999999,-1.9,-4.5,-3.1,-2095,9496,7341,12985,52665,10011,42654
"0600000US4105192518",-122.62410980511,45.546746635206,9,0.972262515784239,"Warm Temperate Moist Cropland on Mountains",0.33465660976578,0.942134734907673,-0.16785638335607,47482,0.00650000000000001,19064,490,6360,12917,7.9,3.2,2.59999999999999,-4.5,-2.7,-3.8,-3172,46963,44707,57691,201284,29172,172112
"0600000US4105192520",-122.739088126892,45.52300644154,9,0.915506224209143,"Warm Temperate Moist Cropland on Mountains",0.310025273799495,0.859543153448912,-0.165627481413208,10857,-0.0212,20460,-64,-483,7623,4.7,-0.799999999999999,0.600000000000009,-1.2,0.900000000000006,-1.6,-789,15127,15586,22089,69744,10659,59085
"0600000US4105192975",-122.849340113104,45.6694875542862,10,0.458328211111362,"Warm Temperate Moist Forest on Mountains",0.671950004528575,-0.508828436918211,0.294804681096228,-433,0.0163,16106,59,-18,-120,-1.3,9.5,-1.09999999999999,-11.4,1.90000000000001,4.7,-37,-121,-169,-320,1070,260,810
"0600000US4105390799",-123.298921501176,44.9778693878784,1,0.83402685765517,"Warm Temperate Moist Forest on Mountains",0.583110431792128,0.304178935012489,0.15994873213115,1216,0.0264,10585,-185,369,748,5,-12.1,2.5,-6,15.3,-1.6,636,1715,2022,2227,8190,2511,5679
"0600000US4105391122",-123.539083071326,44.8518751522501,2,0.950566262768374,"Warm Temperate Moist Forest on Mountains",0.687603763143331,-0.907999380347102,0.308808921695158,331,0.0395,25411,-6,-42,159,2.3,13.5,0.400000000000006,-5.9,-8.9,-1.6,-74,558,416,274,1223,259,964
"0600000US4105391972",-123.235094416805,44.8036432064643,1,0.82182112354439,"Warm Temperate Moist Forest on Mountains",0.446008531383303,0.240728330494607,0.174006488154382,1807,-0.00800000000000001,11409,87,606,254,3.7,0,2.59999999999999,-2.6,2.3,-5.8,-111,1392,1842,2309,7293,1270,6023
"0600000US4105392754",-123.129861283319,44.9839495662103,8,0.603220652900835,"Warm Temperate Moist Forest on Mountains",0.645651562060231,0.427279468676754,0.0628975840153692,2202,0.0362,3916,212,363,1221,0.600000000000001,0.500000000000004,-0.900000000000006,-0.600000000000001,-16.2,-0.4,1029,1599,2864,4292,12410,3306,9104
"0600000US4105393502",-123.577653355322,45.0324486235032,2,0.665385845121283,"Warm Temperate Moist Forest on Mountains",0.607907858697942,-0.719116304699387,0.183367989177236,52,-0.0601,19436,53,-196,-50,1.6,-32.5,3.90000000000001,15.2,16.6,4.8,-49,160,284,190,1189,214,975
"0600000US4105591989",-120.712240131036,45.2986771105358,5,0.835373891988323,"Warm Temperate Moist Forest on Mountains",0.621243523316062,-0.281903346637104,0.323421313841467,70,-0.00439999999999996,10551,22,9,37,-0.800000000000001,-43.2,2.19999999999999,14.9,26.3,-9.3,32,24,92,138,373,69,304
"0600000US4105593434",-120.649288897429,45.5910473233487,4,0.925777910489982,"Warm Temperate Moist Forest on Mountains",0.682567316620241,0.257911556676604,-0.479157684680527,-151,0.11,3782,-23,-53,-77,4.1,34.5,-3.90000000000001,12.6,-30.6,-8.1,-70,-93,-301,-315,375,111,264
"0600000US4105790238",-123.718512432526,45.6055003079026,7,0.574436290880497,"Warm Temperate Moist Forest on Mountains",0.64394250513347,0.0109878139325305,-0.233410328790594,394,0.0266,6549,-17,77,39,2.7,-4.4,2,-27,32.1,3.4,-36,47,602,267,2157,560,1597
"0600000US4105790255",-123.71554849852,45.2995141554293,6,0.6884381098621,"Warm Temperate Moist Forest on Mountains",0.394957257577066,0.376320507265072,-0.0813512495615457,-378,-0.0428,-15209,-1,-65,-44,-7,8.1,-1.39999999999999,0.8,-8.9,1,67,-55,-128,-75,961,238,723
"0600000US4105792091",-123.690733934041,45.72300518124,10,0.48902705397747,"Warm Temperate Moist Forest on Mountains",0.604823173248934,-0.494104141104857,0.311499919431884,-154,0.00140000000000001,16901,-161,27,79,7.1,43,7.8,-4.3,-38.6,-16.4,-93,139,-159,62,1604,549,1055
"0600000US4105792108",-123.878193838016,45.1357077929374,7,0.736937332496334,"Warm Temperate Moist Forest on Mountains",0.643666210670315,0.172353396599532,-0.325253319716885,16,-0.0238,7554,68,-71,68,-3.8,-53.3,-4.2,49.5,-46.7,-2.3,-104,202,87,-113,1056,363,693
"0600000US4105793213",-123.655497267922,45.479493628052,3,0.798584048237244,"Warm Temperate Moist Forest on Mountains",0.485405161726586,0.103581775123478,0.111485628475264,-345,-0.0275,8922,29,21,-201,2,-13.6,0.199999999999989,4.8,5.09999999999999,-5.2,271,698,881,1048,5006,1476,3530
"0600000US4105990170",-118.570250357702,45.8811837768683,5,0.808730680079647,"Warm Temperate Moist Forest on Mountains",0.374836743578581,-0.269867688054602,0.309626543094567,15,0.0328,9800,-68,15,89,4,14.4,6.90000000000001,5.8,-11.4,5.1,98,203,256,290,807,207,600
